backend_label,actual_backend,L,seed,tick,x,plane_loss_real,plane_loss_imag
wsl2_cuda,gpu,96,2,82,84,-6.5879404630292088e-15,-6.5879404630292111e-15
wsl2_cuda,gpu,96,2,82,85,-4.4936573598888748e-17,-3.9408317373767288e-17
wsl2_cuda,gpu,96,2,82,86,-3.54912034059571e-20,-2.7233358209241707e-20
wsl2_cuda,gpu,96,2,82,87,-1.4563723248853008e-24,-9.7311687634522377e-25
wsl2_cuda,gpu,96,2,82,88,-1.3838559904107075e-29,-7.9896962858329954e-30
wsl2_cuda,gpu,96,2,82,89,-3.417816898614431e-35,-1.6854807705642111e-35
wsl2_cuda,gpu,96,2,82,90,-1.378131075949242e-41,-5.7084058238600132e-42
wsl2_cuda,gpu,96,2,82,91,-5.2379879116049846e-51,-1.7780573044692014e-51
wsl2_cuda,gpu,96,2,82,92,-2.078157750542491e-64,-5.5684069100233647e-65
wsl2_cuda,gpu,96,2,82,93,-6.6344575141175692e-81,-1.3196756504128916e-81
wsl2_cuda,gpu,96,2,82,94,-2.3105659465646927e-99,-3.041917777056288e-100
wsl2_cuda,gpu,96,2,82,95,-1.025817759369785e-116,-6.7235648166464827e-118
wsl2_cuda,gpu,96,3,82,0,3.0310498853017602e-117,0
wsl2_cuda,gpu,96,3,82,1,3.7846383098758167e-100,-2.4805830033247179e-101
wsl2_cuda,gpu,96,3,82,2,9.5748928850269153e-81,-1.2605585624455803e-81
wsl2_cuda,gpu,96,3,82,3,5.9865481325013478e-64,-1.1907984614681186e-64
wsl2_cuda,gpu,96,3,82,4,1.9262682664365305e-50,-5.1614202639736955e-51
wsl2_cuda,gpu,96,3,82,5,1.8073159244482045e-41,-6.1350108766554413e-42
wsl2_cuda,gpu,96,3,82,6,5.6749802343202402e-35,-2.3506537792546892e-35
wsl2_cuda,gpu,96,3,82,7,1.4742629327224505e-29,-7.2702602203957419e-30
wsl2_cuda,gpu,96,3,82,8,2.0542262275421056e-24,-1.1860080654478252e-24
wsl2_cuda,gpu,96,3,82,9,3.9892333225390729e-20,-2.6655204877964415e-20
wsl2_cuda,gpu,96,3,82,10,4.8373691700826592e-17,-3.7118439150218113e-17
