x,z,density,Jx,Jy,Jz,state
1,22,5.35612644e-04,0.00000000e+00,0.00000000e+00,-5.35612644e-04,0
1,23,1.56756274e-03,0.00000000e+00,0.00000000e+00,1.56756274e-03,0
1,24,1.89284363e-03,0.00000000e+00,0.00000000e+00,-1.89284363e-03,0
1,25,1.62341635e-03,0.00000000e+00,0.00000000e+00,1.62341635e-03,0
1,26,4.27612251e-04,0.00000000e+00,0.00000000e+00,-4.27612251e-04,0
1,27,3.56211313e-03,0.00000000e+00,0.00000000e+00,3.56211313e-03,0
1,28,1.06497126e-03,0.00000000e+00,0.00000000e+00,-1.06497126e-03,0
1,29,1.07852956e-03,0.00000000e+00,0.00000000e+00,1.07852956e-03,0
1,30,2.30425442e-03,0.00000000e+00,0.00000000e+00,-2.30425442e-03,0
1,31,1.83074546e-03,0.00000000e+00,0.00000000e+00,1.83074546e-03,0
1,32,9.06576496e-04,0.00000000e+00,0.00000000e+00,-9.06576496e-04,0
1,33,1.83074546e-03,0.00000000e+00,0.00000000e+00,1.83074546e-03,0
1,34,2.30425442e-03,0.00000000e+00,0.00000000e+00,-2.30425442e-03,0
1,35,1.07852956e-03,0.00000000e+00,0.00000000e+00,1.07852956e-03,0
1,36,1.06497126e-03,0.00000000e+00,0.00000000e+00,-1.06497126e-03,0
1,37,3.56211313e-03,0.00000000e+00,0.00000000e+00,3.56211313e-03,0
1,38,4.27612251e-04,0.00000000e+00,0.00000000e+00,-4.27612251e-04,0
1,39,1.62341635e-03,0.00000000e+00,0.00000000e+00,1.62341635e-03,0
1,40,1.89284363e-03,0.00000000e+00,0.00000000e+00,-1.89284363e-03,0
1,41,1.56756274e-03,0.00000000e+00,0.00000000e+00,1.56756274e-03,0
1,42,5.35612644e-04,0.00000000e+00,0.00000000e+00,-5.35612644e-04,0
1,43,9.63758494e-05,0.00000000e+00,0.00000000e+00,9.63758494e-05,0
1,44,2.32606372e-04,0.00000000e+00,0.00000000e+00,2.32606372e-04,0
1,45,3.68993594e-04,0.00000000e+00,0.00000000e+00,-3.68993594e-04,0
1,46,1.57546806e-03,0.00000000e+00,0.00000000e+00,1.57546806e-03,0
1,47,1.15578042e-03,0.00000000e+00,0.00000000e+00,-1.15578042e-03,0
1,48,2.90892909e-03,0.00000000e+00,0.00000000e+00,2.90892909e-03,0
1,49,3.46945624e-04,0.00000000e+00,0.00000000e+00,-3.46945624e-04,0
1,50,4.24150234e-04,0.00000000e+00,0.00000000e+00,4.24150234e-04,0
1,51,1.88968830e-03,0.00000000e+00,0.00000000e+00,1.88968830e-03,0
1,52,4.66532170e-04,0.00000000e+00,0.00000000e+00,4.66532170e-04,0
1,53,1.84330712e-03,0.00000000e+00,0.00000000e+00,1.84330712e-03,0
