ftd_id,axis,resolution,phase_index,phase,initializer_gate,common_gate,inward_impulse,separation_decrease,matter_parallel,pseudomomentum_parallel,matter_norm,pseudomomentum_norm
FTD-0603,0,16,9,0.5625,6.3517831632115982e-14,6.3514297987676827e-14,-0.00035329448401655409,-0.00023048900878475109,-0.00016777637431447965,-0.00016777637431447965,0.00019109539230916149,0.00019109539230916149
FTD-0603,0,16,10,0.625,6.5676630800481917e-14,6.5676630800481917e-14,-0.00021660629473496773,-0.00014132520994269981,-0.00035201889231348488,-0.00035201889231348488,0.00037123892274478864,0.00037123892274478864
FTD-0603,0,16,11,0.6875,6.6748151035973639e-14,6.6745545722335375e-14,-4.0479169607397073e-05,-2.6435073062991421e-05,-0.00052814891411386044,-0.00052814891411386044,0.00054401496357659915,0.00054401496357659915
FTD-0603,0,16,12,0.75,6.842438455892612e-14,6.8419770717087491e-14,0.0001020640229312905,6.6547439818265275e-05,-0.00057129103000067884,-0.00057129103000067884,0.00058566896228074241,0.00058566896228074241
FTD-0603,0,16,13,0.8125,6.8934007807497366e-14,6.8934007807497366e-14,0.00020965728229637028,0.00013673148368731347,-0.00050608238506838564,-0.00050608238506838564,0.00051929017112367778,0.00051929017112367778
FTD-0603,0,16,14,0.875,6.8636502731367344e-14,6.8636502731367344e-14,0.00028280886018769208,0.00018444878978751689,-0.00036132617088609301,-0.00036132617088609301,0.00037377407138406159,0.00037377407138406159
FTD-0603,0,16,15,0.9375,6.7797274430625887e-14,6.7794728164649598e-14,0.00032193925144145125,0.00020997379069154221,-0.00016587811771702748,-0.00016587811771702748,0.00018011124618848434,0.00018011124618848434
FTD-0603,1,16,0,0,6.7960688104637411e-14,6.7959526894867395e-14,0.00032738049650214793,0.00021352315587197523,-2.0344019886782264e-05,-2.0344019886782264e-05,6.7816324166733634e-05,6.7816324166733634e-05
FTD-0603,1,16,1,0.0625,6.7494731425748267e-14,6.7493753641567622e-14,0.00033099924384120483,0.00021588413366924186,0.00013377540288185579,0.00013377540288185579,0.00016426814165408629,0.00016426814165408629
FTD-0603,1,16,2,0.125,6.8648478354457494e-14,6.8643441625271251e-14,0.00034506573078699708,0.00022506189854087921,0.00026320353990231691,0.00026320353990231691,0.00029050375586348021,0.00029050375586348021
