backend_label,actual_backend,L,profile,arm,seed,dx,dy,dz,n,tick,source_real,source_imag,source_abs,div_real,div_imag,div_abs,occupancy,global_charge,removed_since_last,cumulative_removed,history_evaporation,history_other,history_required,history_enabled,toggles_valid,event_valid,source_valid,field_valid,execution_valid
wsl2_cuda,gpu,32,full,isolated,2,1,0,0,1,10,0.021662992694595543,-0.21901348162244308,0.2200822355049819,0,0,0,11264,-20,1243,21504,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,2,1,0,0,1,11,0.019221818115636162,-0.19827297782606809,0.19920254021394176,0,0,0,10194,-62,1070,22574,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,2,1,0,0,1,12,0.017316292625634683,-0.17847590772115451,0.17931398056812711,0,0,0,9186,-64,1008,23582,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,2,1,0,0,1,13,0.016103333312635568,-0.16025915543280073,0.16106617970204801,0,0,0,8245,-35,941,24523,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,2,1,0,0,1,14,0.01498570479658164,-0.14374935971433425,0.14452837010957867,0,0,0,7411,-19,834,25357,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,2,1,0,0,1,15,0.013551354803661281,-0.12922389476087986,0.12993249860672143,0,0,0,6678,-54,733,26090,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,isolated,2,1,0,0,1,16,0.012517457611071224,-0.11579050614604458,0.1164651366658802,0,0,0,5971,-71,707,26797,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,coupled,2,1,0,0,1,0,0.0625,-0.63457314922559527,0.63764357733618682,0,0,0,32768,0,0,0,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,coupled,2,1,0,0,1,1,0.055287961745459441,-0.57220748617387385,0.57487230403576706,0.00020320487987497685,-0.0020631737689642371,0.0020731565845702776,29630,48,3138,3138,0,0,0,0,1,1,1,1,1
wsl2_cuda,gpu,32,full,coupled,2,1,0,0,1,2,0.052095651969183407,-0.51790894033727874,0.52052245622583593,0.00058356328122521862,-0.0059603243234920573,0.0059888239366678161,27138,-20,2492,5630,0,0,0,0,1,1,1,1,1
